id,number,norm_number,title_fr,stored_date,stored_year,expected_year,problem,auto_fixable
7676,Dahir n° 1-15-62,1-15-62,Dahir n° 1-15-62 du 14 chaabane 1436 (2 juin 2015) portant promulgation de la lo,2015-06-02,,,number contient le type → devrait être '1-15-62',True
7678,Dahir n°1-15-83,1-15-83,Dahir n°1-15-83 du 20 ramadan 1436 (7 juillet 2015) portant promulgation de la l,2015-07-07,,,number contient le type → devrait être '1-15-83',True
7679,Dahir n°1-12-03,1-12-03,Dahir n° 1-12-03 du 16 rebia II 1433 (8 mars 2012) portant promulgation de la lo,2012-04-16,,,number contient le type → devrait être '1-12-03',True
7680,Dahir n°1-14-187,1-14-187,Dahir n° 1-14-187 du 17 Safar 1436 (10 décembre 2014) portant promulgation de la,2014-12-10,,,number contient le type → devrait être '1-14-187',True
7681,Dahir n°1-19-08,1-19-08,Dahir portant promulgation de la Loi n°121.12 modifiant et complétant la Loi n°2,2019-01-25,,,number contient le type → devrait être '1-19-08',True
7682,Dahir n°1-97-164,1-97-164,Dahir n° 1-97-164 du 27 rebia I 1418 (2 août 1997) portant promulgation de la lo,1997-08-02,,,number contient le type → devrait être '1-97-164',True
7683,Dahir n°1-19-121,1-19-121,Dahir n° 1-19-121 du 12 moharrem 1441 (12 septembre 2019) portant promulgation d,2019-09-12,,,number contient le type → devrait être '1-19-121',True
7684,Dahir n°1-19-82,1-19-82,Dahir n°1-19-82 du 17 Chaoual 1440 (21 juin 2019) portant promulgation de la loi,2019-06-21,,,number contient le type → devrait être '1-19-82',True
7685,Loi n° 43.12,43-12,Loi n° 43.12 relative à l’Autorité Marocaine du Marché des Capitaux,2013-03-13,,,number contient le type → devrait être '43-12',True
7686,Dahir n°1-16-60,1-16-60,Dahir n°1-16-60 du 17 Chaabane 1437 (24 mai 2016) portant promulgation de la loi,2016-05-24,,,number contient le type → devrait être '1-16-60',True
7687,Dahir n°1-20-07,1-20-07,Dahir portant promulgation de la loi n° 55.19 relative à la simplification des p,2020-03-06,,,number contient le type → devrait être '1-20-07',True
7688,Dahir n°1-13-56,1-13-56,Dahir n°1-13-56 du 8 Chaabane 1434 (17 juin 2013) portant promulgation de la loi,2013-06-17,,,number contient le type → devrait être '1-13-56',True
7690,Dahir n°1-02-200,1-02-200,Dahir n°1-02-200 du 12 joumada I 1423 (23 juillet 2002) portant promulgation de ,2002-07-23,,,number contient le type → devrait être '1-02-200',True
7691,Dahir n°1-01-123,1-01-123,Dahir n°1-01-123 du 29 rabii I 1422 (22 juin 2001) portant promulgation de la lo,2001-06-22,,,number contient le type → devrait être '1-01-123',True
7693,Dahir n°1-14-09‎,1-14-09‎,Dahir n°1-14-09 du 4 joumada I 1435 (6 mars 2014) portant promulgation de la loi,2014-03-06,,,number contient le type → devrait être '1-14-09\u200e',True
7694,Dahir n°1-22-76,1-22-76,Dahir n°1-22-76 du 14 joumada I 1444 (9 décembre 2022) portant promulgation de l,2022-12-09,,,number contient le type → devrait être '1-22-76',True
7695,Dahir n°1-22-77,1-22-77,Dahir n°1-22-77 du 14 joumada I 1444 (9 décembre 2022) portant promulgation de l,2022-12-09,,,number contient le type → devrait être '1-22-77',True
7696,Dahir n° 1-21-89,1-21-89,Dahir n° 1-21-89 du 15 Dhou Al Hijja 1442 (26 juillet 2021) portant promulgation,2021-07-26,,,number contient le type → devrait être '1-21-89',True
7697,Dahir n°1-19-113,1-19-113,Dahir n°1-19-113 du 7 Dhou Al Hijja 1440 (9 août 2019) portant promulgation de l,2019-08-09,,,number contient le type → devrait être '1-19-113',True
7698,Dahir n°1-21-82,1-21-82,Dahir n° 1-21-82 du 15 Hija 1442 (26 juillet 2021) portant promulgation de la lo,2021-07-26,,,number contient le type → devrait être '1-21-82',True
7700,Dahir n°1.83.229,1-83-229,Dahir portant promulgation de la loi n°3.82 modifiant la loi n°012.71 relative à,1984-10-05,,,number contient le type → devrait être '1-83-229',True
7702,Dahir n°1.21.57,1-21-57,Dahir n°1-21-57 portant promulgation de la loi organique n°05.21 modifiant et co,2021-04-21,,,number contient le type → devrait être '1-21-57',True
7703,Dahir n°1-21-16,1-21-16,Dahir n°1-21-16 du 8 ramadan 1442 (21 avril 2021) portant promulgation de la loi,2021-04-21,,,number contient le type → devrait être '1-21-16',True
7704,Dahir n°1-21-31,1-21-31,Dahir n°1-21-31 du 8 ramadan 1442 (21 avril 2021) portant exécution de la loi or,2021-04-21,,,number contient le type → devrait être '1-21-31',True
7705,Dahir n°1-21-68,1-21-68,Dahir n°1-21-68 portant promulgation de la loi organique n°08-21 modifiant et co,2021-04-21,,,number contient le type → devrait être '1-21-68',True
7707,Dahir n°1-16-40,1-16-40,Dahir n°1-16-40 du 4 joumada II 1437 (24 mars 2016) portant promulgation de la l,2016-03-24,,,number contient le type → devrait être '1-16-40',True
7708,Dahir n°1-15-84,1-15-84,Dahir n°1-15-84 du 27 Chaoual 1436 (13 juillet 2015) portant promulgation de la ,2015-07-27,,,number contient le type → devrait être '1-15-84',True
7710,Dahir n°1-23-6,1-23-6,Dahir portant promulgation de la loi organique n°13.22 modifiant et complétant l,2023-03-23,,,number contient le type → devrait être '1-23-6',True
7711,Dahir n°1-23-03,1-23-03,Dahir n°1-23-03 portant promulgation de la Loi Organique n°14.22 modifiant et co,2023-03-23,,,number contient le type → devrait être '1-23-03',True
7712,Dahir n°1-24-35,1-24-35,Dahir n°1-24-35 portant promulgation de la Loi Organique n°30.24 modifiant et co,2024-08-16,,,number contient le type → devrait être '1-24-35',True
7713,Dahir n°1-26-08,1-26-08,Dahir n°1-26-08 du 20 Ramadan 1447 (10 mars 2026) portant promulgation de la loi,2026-03-10,,,number contient le type → devrait être '1-26-08',True
7714,Dahir n°1.16.107,1-16-107,Dahir n° 1-16-107 du 23 chaoual 1437 (28 juillet 2016) portant promulgation de l,2016-07-28,,,number contient le type → devrait être '1-16-107',True
7715,Dahir n°1-23-48,1-23-48,Dahir portant promulgation de la loi organique n°48.22 modifiant et complétant l,2023-03-16,,,number contient le type → devrait être '1-23-48',True
7716,Dahir n°1-22-02,1-22-02,Dahir n°1-22-02 du 28 Joumada I 1443 (18 janvier 2022) portant promulgation de l,2022-01-27,,,number contient le type → devrait être '1-22-02',True
7717,Dahir n°1-25-71,1-25-71,Dahir n°1-25-71 du 26 rejeb 1447 (16 janvier 2026) portant promulgation de la lo,2026-01-16,,,number contient le type → devrait être '1-25-71',True
7718,Dahir n°1-16-108,1-16-108,Dahir n° 1-16-108 du 23 chaoual 1437 (28 juillet 2016) fixant les conditions et ,2016-07-28,,,number contient le type → devrait être '1-16-108',True
7719,Dahir n°1-21-99,1-21-99,Dahir n° 1-21-99 portant promulgation de la loi organique n° 70.21 modifiant et ,2021-09-13,,,number contient le type → devrait être '1-21-99',True
7720,Dahir n°1-21-77,1-21-77,Dahir n°1-21-77 portant promulgation de la loi organique n°71-21 modifiant et co,2021-09-08,,,number contient le type → devrait être '1-21-77',True
7727,Dahir n° 1-17-72,1-17-72,Dahir n° 1-23-72 du 20 joumada II 1445 (3 janvier 2024) portant promulgation de ,2023-01-17,,,number contient le type → devrait être '1-17-72',True
7732,Arrêté n°3349-11,3349-11,"Arrêté de la Ministre de l’Energie, des Mines, et du Développement Durable n°334",2011-11-09,,,number contient le type → devrait être '3349-11',True
7733,Dahir n°1-03-194,1-03-194,Dahir n° 1-03-194 du 14 rejeb 1424 (11 septembre 2003) portant promulgation de l,2003-09-11,,,number contient le type → devrait être '1-03-194',True
7735,Arrêté n° 32-07,32-07,Arrêté du Ministre des Finances et de la Privatisation n° 32-07 du 15 hija 1427 ,2007-01-05,,,number contient le type → devrait être '32-07',True
7738,Décret n° 2-17-32,2-17-32,Décret n° 2-17-32 du 23 hija 1438 (14 septembre 2017) fixant la composition et l,2017-09-14,,,number contient le type → devrait être '2-17-32',True
7758,Circulaire-D-1265,d-1265,Texte N° Circulaire-D-1265,,,,number contient le type → devrait être 'd-1265',True
7759,CirculaireDélaisPaiement_Juin2019_fr,délaispaiement_juin2019_fr,Circulaire n°1632/19/DEPP du 21/6/2019 de M. le Ministre de l'Economie et des Fi,,,,number contient le type → devrait être 'délaispaiement_juin2019_fr',True
7761,decretn2-17-696ar,2-17-696ar,Texte N° decretn2-17-696ar,,,,number contient le type → devrait être '2-17-696ar',True
7762,decretn2-16-344_ar,2-16-344_ar,Texte N° decretn2-16-344_ar,,,,number contient le type → devrait être '2-16-344_ar',True
7765,loi_121.12_modifiant_loi_24.96_vf_0,_121-12_modifiant_loi_24-96_vf_0,Loi 121.12 modifiant loi 24.96 vf 0,,,,number contient le type → devrait être '_121-12_modifiant_loi_24-96_vf_0',True
7773,loi_16.18_modifiant_la_loi_77.03_relative_a_la_communication,_16-18_modifiant_la_loi_77-03_relative_a_la_communication,Loi 16.18 modifiant la loi 77.03 relative a la communication audiovisuelle vf,,,,number contient le type → devrait être '_16-18_modifiant_la_loi_77-03_relative_a_la_communication',True
7775,loi-haca,haca,Loi relative à la Haute Autorité de la Communication Audiovisuelle (HACA),,,,number contient le type → devrait être 'haca',True
7776,loi-_com-audiosuelle-fr,_com-audiosuelle-fr,Loi com audiosuelle fr,,,,number contient le type → devrait être '_com-audiosuelle-fr',True
7777,loi-concurrence,concurrence,Loi sur la concurrence au Maroc,,,,number contient le type → devrait être 'concurrence',True
7779,decret_1026_version.consolide,_1026_version-consolide,Texte Réglementaire n° decret 1026 (version consolidée),,,,number contient le type → devrait être '_1026_version-consolide',True
7780,decret_1025_version.consolide,_1025_version-consolide,Texte Réglementaire n° decret 1025 (version consolidée),,,,number contient le type → devrait être '_1025_version-consolide',True
7781,Décret_ Membres du CA ANRT 2024 - VAR,_-membres-du-ca-anrt-2024-var,Décret_ Membres du CA ANRT 2024 - VAR,,,,number contient le type → devrait être '_-membres-du-ca-anrt-2024-var',True
7783,decret-membres-du-ca-de-lanrt-avril-2013,membres-du-ca-de-lanrt-avril-2013,Décret relatif à la nomination des membres du Conseil d'Administration de l'ANRT,,,,number contient le type → devrait être 'membres-du-ca-de-lanrt-avril-2013',True
7784,decret-nomination-membres-du-ca-de-lanrt-2008,nomination-membres-du-ca-de-lanrt-2008,Décret de nomination des membres du Conseil d'Administration de l'ANRT (2008),,,,number contient le type → devrait être 'nomination-membres-du-ca-de-lanrt-2008',True
7846,loi_organique_130-30,_organique_130-30,Loi organique n°130.13 relative à la loi de finances,,,,number contient le type → devrait être '_organique_130-30',True
7847,decret2.15.426_lf_ar,2-15-426_lf_ar,(version en arabe),,,,number contient le type → devrait être '2-15-426_lf_ar',True
47,31.08 مقر,31-08-مقر,Dahir n° 31.08 fixant les mesures de protection du consommateur,2023-05-22,2023,2008,date 2023 ≠ année dans numéro (2008),False
80,1.47.164,1-47-164,Dahir n° 1.47.164 portant publication de la loi n° 76-00 relative à l’organisati,2023-11-29,2023,1947,date 2023 ≠ année dans numéro (1947),False
94,2.13.820,2-13-820,Décret n° 2.13.820 relatif à la bonne exécution des opérations d'importation des,2024-03-07,2024,2013,date 2024 ≠ année dans numéro (2013),False
106,31.08 مقر نوناقلا,31-08-مقر-نوناقلا,Dahir n° 1-11-03 du 18 février 2011 portant mesures de protection du consommateu,2011-02-18,2011,2008,date 2011 ≠ année dans numéro (2008),False
434,2023-01-285,2023-01-285,"Arrêté conjoint des ministres de l'Industrie et du Commerce, de la Santé et de l",2023-02-21,2023,2001,date 2023 ≠ année dans numéro (2001),False
484,047.24.27,047-24-27,Dahir n° 1-72-277 du 9 chaoual 1392 (18 novembre 1972) portant loi modifiant et ,1972-12-09,1972,2024,date 1972 ≠ année dans numéro (2024),False
493,80.50.1,80-50-1,Dahir n° 1-01-80 du 8 hija 1421 (3 avril 2001) portant promulgation de la loi n°,2001-01-08,2001,1950,date 2001 ≠ année dans numéro (1950),False
524,247.41.2,247-41-2,Circulaire relative aux modalités d'application de certaines dispositions de la ,1991-03-03,1991,1941,date 1991 ≠ année dans numéro (1941),False
544,862.67.1,862-67-1,Loi n° 67-00 relative à la spécialisation des compétences des huissiers de justi,2005-07-29,2005,1967,date 2005 ≠ année dans numéro (1967),False
566,1.31.91,1-31-91,Dahir portant promulgation de la loi n° 21-90 relative à l’état civil,1991-05-22,1991,1931,date 1991 ≠ année dans numéro (1931),False
593,1.14.81,1-14-81,Dahir n° 1-14-81 du 2 ramadan 1445 (13 mars 2024) portant publication de la conv,2024-03-13,2024,2014,date 2024 ≠ année dans numéro (2014),False
643,1.25.70,1-25-70,Dahir n° 1-11-165 du 16 chaoual 1432 (16 septembre 2011) portant promulgation de,2011-10-14,2011,2025,date 2011 ≠ année dans numéro (2025),False
681,2.09.442,2-09-442,Décret n° 2.09.442 du 21 décembre 2009 portant création d'une zone de promotion ,2024-03-04,2024,2009,date 2024 ≠ année dans numéro (2009),False
686,2.13.325,2-13-325,Décret n° 2.13.325 relatif à l'organisation des encouragements de l'Etat à l'int,2024-04-08,2024,2013,date 2024 ≠ année dans numéro (2013),False
884,2.22.64,2-22-64,Décret n° 2.22.64 rattachant la Délégation interministérielle aux droits de l'Ho,2025-09-18,2025,2022,date 2025 ≠ année dans numéro (2022),False
888,1.57.090,1-57-090,Dahir chérifien relatif à la création de postes diplomatiques et consulaires,2025-08-13,2025,1957,date 2025 ≠ année dans numéro (1957),False
894,2.22.81,2-22-81,Arrêté n° 2.22.81 du ministre de la Justice déléguant la validation des marchés,2025-07-25,2025,2022,date 2025 ≠ année dans numéro (2022),False
900,2.59.0200,2-59-0200,Arrêté du ministre de la Justice portant désignation des représentants de l'admi,2025-07-14,2025,1959,date 2025 ≠ année dans numéro (1959),False
919,1.72.184,1-72-184,Décret n° 1.72.184 relatif aux pensions d'invalidité et de vieillesse servies pa,2025-04-24,2025,1972,date 2025 ≠ année dans numéro (1972),False
965,2.22.1075,2-22-1075,Décret n°2.22.1075 relatif à l'octroi de la carte de personne en situation de ha,2025-01-27,2025,2022,date 2025 ≠ année dans numéro (2022),False
983,2.20.372,2-20-372,Arrêté de la ministre de l'économie et des finances relatif aux assurances const,2024-12-20,2024,2020,date 2024 ≠ année dans numéro (2020),False
985,2.18.1009,2-18-1009,Arrêté de la ministre de l'économie et des finances fixant les conditions généra,2024-12-20,2024,2018,date 2024 ≠ année dans numéro (2018),False
995,2.85.891,2-85-891,Arrêté conjoint n° 2.85.891 relatif à l'octroi d'une subvention à la commerciali,2024-12-13,2024,1985,date 2024 ≠ année dans numéro (1985),False
